Company ID,Client Status,Vertical Description,Group Description,Deal Type,Business Group,Enhanced Life Stage,Enhanced Lifestage Reason,State  ,Equity Raised To Date 
6493,Non-Client,CleanTech,commercial products,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$24,708K"
6493,Non-Client,Cannabis,software,Early Stage VC,Non,Early Stage,PB - Early Stage >=$4MM,KY,"$1,000K"
6493,Non-Client,Mobile,services (non-financial),Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$12,500K"
6493,Non-Client,HealthTech,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MD,"$13,385K"
6493,Non-Client,AgTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NC,"$9,500K"
6493,Non-Client,Robotics and Drones,transportation,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$1,032,000K"
6493,Non-Client,E-Commerce,commercial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$29,632K"
6493,Non-Client,Construction Technology,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$5,000K"
6495,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$11,750K"
6495,Non-Client,Internet of Things,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$29,695K"
6495,Non-Client,FinTech,other financial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,WA,"$40,500K"
6495,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$6,129K"
6495,Client,Space Technology,commercial products,Early Stage VC,Tech,Early Stage,Moody - <$5MM,CO,"$26,292K"
6496,Non-Client,FinTech,capital markets/institutions,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$17,240K"
6497,Non-Client,TMT,computer hardware,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NM,"$19,000K"
6497,Non-Client,E-Commerce,consumer non-durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,PA,"$16,935K"
6497,Non-Client,Cannabis,software,Later Stage VC,Non,Mid/Late/Corp,PB - Later Stage <$50MM,FL,"$10,136K"
6497,Non-Client,E-Commerce,apparel and accessories,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$6,050K"
6498,Non-Client,TMT,it services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,WA,"$50,000K"
6498,Non-Client,E-Commerce,consumer non-durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$10,675K"
6498,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$26,400K"
6499,Client,Space Technology,commercial products,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$17,600K"
6499,Non-Client,SaaS,healthcare technology systems,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CO,"$7,271K"
6499,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MA,"$79,400K"
6499,Non-Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$5,700K"
6499,Non-Client,,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$8,395K"
6500,Non-Client,AdTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,WA,"$6,825K"
6500,Non-Client,CleanTech,transportation,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,VA,"$14,918K"
6500,Non-Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,WI,"$7,311K"
6500,Client,,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,WA,"$12,305K"
6500,Non-Client,E-Commerce,consumer non-durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$26,500K"
6502,Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$14,500K"
6502,Client,,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$28,000K"
6503,Client,,energy services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$8,100K"
6505,Non-Client,Life Sciences,healthcare technology systems,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$4,803K"
6505,Client,Life Sciences,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MA,"$32,759K"
6506,Client,TMT,media,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$21,882K"
6506,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MA,"$75,000K"
6507,Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$30,200K"
6507,Client,Life Sciences,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,PA,"$12,000K"
6510,Client,AudioTech,media,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$5,500K"
6512,Client,EdTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$6,000K"
6515,Former Client,E-Commerce,apparel and accessories,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$6,644K"
6516,Non-Client,TMT,media,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$48,350K"
6516,Client,,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$7,900K"
6517,Client,Artificial Intelligence & Machine Learning,healthcare services,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$11,001K"
6517,Non-Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$37,750K"
6517,Non-Client,FinTech,other financial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NV,"$50,000K"
6517,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$24,436K"
6522,Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MA,"$226,383K"
6526,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,,"$27,202K"
6535,Non-Client,Life Sciences,healthcare technology systems,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,,"$17,112K"
6555,Non-Client,Big Data,computer hardware,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,,"$9,500K"
6565,Non-Client,,consumer non-durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$8,903K"
6565,Non-Client,E-Commerce,transportation,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,KS,"$12,400K"
6565,Non-Client,SaaS,commercial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$7,363K"
6565,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$4,998K"
6565,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MI,"$16,025K"
6566,Non-Client,Oncology,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,FL,"$11,712K"
6566,Non-Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,AZ,"$42,500K"
6566,Non-Client,Restaurant Technology,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$18,000K"
6566,Non-Client,Cannabis,consumer non-durables,Later Stage VC,Non,Large Corporate,PB - Later Stage >=$50MM,MD,"$165,000K"
6566,Non-Client,Marketing Tech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$28,599K"
6566,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$22,406K"
6566,Non-Client,Cannabis,consumer non-durables,IPO,Non,Large Corporate,EXIT - IPO Event,CA,"$25,207K"
6566,Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,VA,"$10,120K"
6567,Non-Client,E-Commerce,consumer non-durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$6,600K"
6567,Non-Client,Manufacturing,consumer non-durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MD,"$7,645K"
6567,Non-Client,HealthTech,healthcare technology systems,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MO,"$5,066K"
6567,Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$16,000K"
6568,Non-Client,E-Commerce,consumer non-durables,Early Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$8,090K"
6568,Non-Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CO,"$10,600K"
6568,Non-Client,HealthTech,healthcare services,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$41,006K"
6568,Non-Client,Robotics and Drones,consumer durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$4,280K"
6568,Non-Client,Cybersecurity,commercial services,Seed Round,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$1,250K"
6568,Non-Client,AgTech,agriculture,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$22,750K"
6568,Non-Client,Internet of Things,software,Early Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,AZ,"$40,500K"
6568,Non-Client,E-Commerce,consumer non-durables,Early Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,ID,
6569,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$10,000K"
6569,Non-Client,FinTech,it services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NV,"$72,000K"
6569,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$12,518K"
6570,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$7,724K"
6570,Non-Client,LOHAS & Wellness,consumer non-durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NC,"$7,750K"
6571,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MA,"$25,000K"
6572,Non-Client,EdTech,services (non-financial),Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,DC,"$8,600K"
6572,Client,,it services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$12,500K"
6573,Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$58,617K"
6577,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,WA,"$35,500K"
6578,Client,Mobile,media,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$12,700K"
6580,Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$11,000K"
6581,Client,AgTech,commercial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$9,000K"
6582,Client,Mobile,commercial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NC,"$4,050K"
6583,Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$146,161K"
6588,Non-Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$40,000K"
6589,Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$44,592K"
6589,Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,WA,"$10,300K"
6590,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$8,100K"
6593,Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$12,452K"
6593,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,OK,"$7,500K"
6594,Client,Big Data,other information technology,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$6,365K"
6595,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MA,"$50,000K"
6596,Client,Robotics and Drones,commercial products,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$80,000K"
6597,Non-Client,Life Sciences,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$9,133K"
6602,Non-Client,Mobile,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$4,100K"
6603,Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,FL,"$23,000K"
6603,Non-Client,CleanTech,consumer durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$9,850K"
6604,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Seed Round,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$10,075K"
6605,Non-Client,EdTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$7,058K"
6605,Non-Client,CleanTech,commercial transportation,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,UT,"$561,000K"
6605,Non-Client,Mobile,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$12,500K"
6606,Non-Client,Manufacturing,energy services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$15,000K"
6606,Non-Client,CleanTech,consumer durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$4,764K"
6607,Client,Robotics and Drones,other business products and services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,GA,"$178,944K"
6611,Non-Client,FinTech,other financial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NV,"$6,300K"
6611,Client,Real Estate Technology,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$16,520K"
6611,Client,CleanTech,commercial products,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$14,768K"
6611,Client,FinTech,it services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$11,000K"
6612,Non-Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MI,"$3,277K"
6612,Non-Client,Mobile,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$56,000K"
6612,Non-Client,E-Commerce,transportation,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$721,209K"
6612,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$11,266K"
6613,Non-Client,Manufacturing,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,WA,"$47,000K"
6613,Non-Client,Advanced Manufacturing,commercial products,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$4,500K"
6613,Client,HealthTech,healthcare services,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,NY,"$36,000K"
6613,Non-Client,AgTech,consumer non-durables,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$401,000K"
6613,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$21,411K"
6614,Non-Client,FinTech,other financial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$17,975K"
6614,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$6,640K"
6614,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$5,250K"
6615,Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,OR,"$27,500K"
6615,Non-Client,AgTech,agriculture,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MN,"$12,327K"
6615,Non-Client,E-Commerce,consumer non-durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$4,630K"
6615,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MD,"$10,600K"
6616,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$48,000K"
6616,Non-Client,Artificial Intelligence & Machine Learning,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$6,663K"
6616,Non-Client,Mobile,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$7,950K"
6617,Non-Client,E-Commerce,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NC,"$10,011K"
6617,Non-Client,E-Commerce,consumer non-durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$23,000K"
6617,Client,FinTech,media,Early Stage VC,Tech,Early Stage,Moody - <$5MM,GA,"$15,000K"
6618,Non-Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$8,000K"
6618,Non-Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$5,258K"
6618,Client,FinTech,software,Early Stage VC,Tech,Early Stage,Moody - <$5MM,VA,"$13,300K"
6618,Non-Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$7,885K"
6618,Non-Client,Big Data,semiconductors,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$24,843K"
6618,Non-Client,Cannabis,commercial services,Early Stage VC,Non,Early Stage,PB - Early Stage >=$4MM,CO,"$12,500K"
6618,Client,Internet of Things,consumer durables,Early Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,WA,"$21,300K"
6619,Non-Client,Autonomous cars,transportation,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$5,260K"
6619,Non-Client,E-Commerce,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$5,000K"
6619,Non-Client,Life Sciences,semiconductors,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,FL,"$5,120K"
6619,Client,Life Sciences,semiconductors,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$38,000K"
6619,Client,E-Commerce,apparel and accessories,Seed Round,Tech,Mid/Late/Corp,Moody - $5-75MM,UT,"$5,090K"
6619,Client,Robotics and Drones,commercial products,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$8,000K"
6620,Non-Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,CA,"$531,770K"
6620,Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,MA,"$402,000K"
6620,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,TX,"$10,170K"
6620,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$4,130K"
6620,Non-Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,TX,"$44,325K"
6621,Non-Client,E-Commerce,consumer non-durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$20,305K"
6621,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,OH,"$49,891K"
6621,Non-Client,Infrastructure,commercial services,Early Stage VC,Non,Early Stage,PB - Early Stage >=$4MM,CA,"$232,500K"
6621,Non-Client,HR Tech,commercial services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$14,900K"
6622,Non-Client,FinTech,other financial services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$1,253,000K"
6622,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$20,150K"
6623,Non-Client,TMT,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$8,500K"
6623,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$59,000K"
6623,Non-Client,Manufacturing,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$17,200K"
6623,Non-Client,TMT,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$5,000K"
6623,Non-Client,EdTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CO,"$10,400K"
6623,Non-Client,HealthTech,healthcare technology systems,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,TX,"$21,913K"
6624,Non-Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CO,"$96,801K"
6624,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$16,398K"
6624,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$18,321K"
6624,Non-Client,Artificial Intelligence & Machine Learning,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,IA,"$40,000K"
6624,Non-Client,TMT,media,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$8,771K"
6624,Non-Client,SaaS,healthcare technology systems,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,NH,"$5,000K"
6624,Non-Client,HealthTech,media,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,WA,"$58,417K"
6628,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,,"$15,000K"
6629,Non-Client,Internet of Things,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$31,500K"
6634,Client,,media,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$56,620K"
6636,Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$13,397K"
6636,Former Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,,"$5,700K"
6636,Client,Oncology,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MA,"$60,000K"
6637,Non-Client,SaaS,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$22,200K"
6638,Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$9,000K"
6638,Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$10,120K"
6638,Client,Manufacturing,consumer non-durables,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$9,535K"
6640,Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$162,108K"
6640,Non-Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,WA,"$7,550K"
6641,Client,,transportation,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$10,000K"
6642,Client,EdTech,services (non-financial),Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$15,910K"
6643,Client,Real Estate Technology,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,DE,"$45,100K"
6646,Client,Big Data,it services,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$74,000K"
6646,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$32,558K"
6646,Non-Client,EdTech,software,Later Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,IL,"$6,634K"
6646,Non-Client,FinTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$100,500K"
6646,Non-Client,LOHAS & Wellness,"restaurants, hotels and leisure",Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$35,500K"
6647,Non-Client,EdTech,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$14,000K"
6647,Non-Client,Internet of Things,computer hardware,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,CO,"$9,300K"
6649,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$46,400K"
6650,Client,Big Data,transportation,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$4,120K"
6652,Non-Client,E-Commerce,retail,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,TX,"$24,185K"
6652,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MA,"$27,000K"
6652,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,MA,"$138,000K"
6657,Client,Internet of Things,computer hardware,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MA,"$14,670K"
6658,Client,Big Data,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$66,780K"
6661,Client,eSports,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,CA,"$18,000K"
6661,Client,,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,MO,"$23,200K"
6663,Client,E-Commerce,apparel and accessories,Seed Round,Tech,Early Stage,Moody - <$5MM,WA,"$6,650K"
6666,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,NY,"$10,000K"
6667,Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,CA,"$90,250K"
6670,Non-Client,FinTech,other financial services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,,"$77,750K"
6670,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,,"$90,000K"
6671,Client,E-Commerce,retail,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,FL,"$31,313K"
6672,Client,CleanTech,consumer durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$22,941K"
6675,Non-Client,Big Data,healthcare devices and supplies,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$6,607K"
